IdAluno;Bimestre;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>14>;14>14>41>;14>2>;14>2>14>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>31>;14>31>31>;14>32>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>41>43>;14>43>;14>43>44>;14>43>44>44>;14>48>;14>49>;14>7>;14>7>5>;14>7>5>5>;16>;16>31>;17>;17>30>;2 30>;2 31>;2 41>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30 31>;30 31>30>;30 41>;30>;30>14>;30>14>41>;30>30>;30>30>30>;30>30>30>30>;30>31>;30>31>30>;30>41>;30>48>;31 41>;31 41>30>;31 41>41>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>31>;31>30>31>30>;31>31>;31>31>30>;31>32>;31>41>;31>41>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41 43>;41 44>;41>;41>14>;41>2>;41>30>;41>31>;41>31>14>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;41>43>44>44>44>;41>44>;42>;43 44>;43>;43>14>;43>41>;43>44>;43>44>14>;43>44>44>;43>44>44>14>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>14>43>44>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;44>44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>;Total Geral
33521-4434;20120102;insucesso;;;;;21;1;;;1;;;;2;;;;;;1;1;4;1;1;;;;;;;;1;2;2;1;;;;1;1;;;;7;;;;1;;3;;1;;;;;3;;2;;;;4;;;1;1;;1;1;1;;;;;6;2;;1;1;;;;;;;1;;1;;;1;3;;1;;;;16;;3;;2;1;;6;1;;3;3;1;1;1;1;1;1;1;;;;;;2;;;2;;1;;1;;;5;1;;;;;2;;;2;;;;;;2;1;;;;;4;1;;1;1;4;2;3;2;1;15;9;4;1;2;;1;1;;;;197
33680-4434;20120102;insucesso;1;;1;1;19;;;;1;;;;;;;;;;;1;2;;1;;;;;1;;;2;;;;;1;;2;2;;;;2;1;1;1;;;;1;;;;;;2;;1;;;;5;1;;2;;;1;;1;;;;;3;;;;2;;;;;1;;1;1;;;;;2;;1;;;;11;;;;;;;3;;;2;;;;;1;;4;2;1;1;;;;6;1;;5;;3;1;1;1;;9;2;1;1;;;5;2;1;1;1;1;1;;;;;1;;;1;4;;;1;1;1;1;1;2;2;;;;;4;1;2;2;;;;157
33680-5384;20120202;insucesso;3;1;2;2;21;1;;;;;;;3;;2;;1;;1;;6;;1;;;;;1;1;1;;;;;;1;;;;;;;5;;;;1;;;;1;;;;;;;;;;;5;1;;3;2;2;;;1;;;;;9;1;;;5;;3;2;2;;;1;1;;;;;;;;;;;34;;;;4;1;1;10;;2;2;2;1;;;;;;;;;;2;;5;;;3;1;3;1;1;1;;3;2;;;1;1;3;1;;1;;1;;;;1;1;3;1;1;2;;;;;;;;;1;1;;;;;2;1;1;1;;1;1;198
33680-5799;20130101;insucesso;;;;;24;1;;1;1;;;;3;1;1;;;1;;;8;1;3;2;2;1;;;;;;;;;;1;1;;;;;;3;;;;1;1;1;;;;;;;;;;;;;3;;;;;;2;;;;;;;4;1;1;1;3;;;;;2;;;;;1;;;;;;;;;18;1;1;;1;;1;7;;;2;2;1;;;;;;;;;;;;1;;;1;;1;;;;;3;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;118
33695-4434;20120102;insucesso;2;1;1;;78;17;4;1;23;2;;;4;1;2;;;;;;24;1;10;4;2;;;3;3;3;2;;2;2;;1;1;;;;;;34;1;1;;6;4;3;1;3;;;;4;1;;1;;;;7;2;;2;;;;;;;;;;9;2;1;1;5;2;;;;;;;;1;1;;;1;;;;;;56;1;2;;3;;1;23;;1;10;4;;;;2;1;3;1;1;1;;;;9;;1;7;;6;1;6;6;3;10;3;2;1;1;1;9;3;2;8;2;7;2;3;2;1;;2;1;1;;8;3;4;;1;;;;4;;2;1;;;4;;3;;1;;;528
34011-6402;20130102;SUCESSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;8;;;;;;;;;;;;;;;;;;1;7;;;1;;;;;2;;1;;;9;;;;2;;;;;;;;;;1;;;;;;;2;5;15;;;;;;;2;;;;;;;;;;;;;;1;;4;4;;;2;;1;;;;;18;;;;;;6;;;2;;;;;;;;;;;;5;;;;;8;;;2;1;1;;;;3;;1;;;;;117
34088-4435;20120102;insucesso;;;;;19;1;;;;;;;3;;2;;1;;;;5;;2;2;1;1;;3;3;1;;;1;1;;;;;;;;;2;;;;;;1;;;;;;;;;;;;;5;;;1;;;;;1;;;;;7;;;;2;;1;;;;;1;;;4;;;;;;;;;19;;;;2;;;4;;;3;1;1;1;1;1;1;1;1;;;;;;5;;;5;1;2;;2;1;;18;2;;;2;2;6;1;;5;1;2;1;;;3;1;;;;;2;;;;;;;;2;1;;;;;2;;2;1;;;;177
34088-6590;20130201;SUCESSO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;3;16;;;;;;;;;;;;;;;;;;3;10;;;4;1;;1;;2;;4;1;;7;;;;1;;;;;;;;;;;;;;;;;2;;23;;1;1;2;;;9;;;;;;;;;;;;;;;;;2;;;;;;;;;;7;;;;;;1;;;1;;;;;;;;2;;;;1;;;;;;;;;;1;;;;2;;;;;;;113
34561-4433;20120102;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;21;;;;;;3;;1;;;;;1;;;1;1;4;12;;;3;;;1;;1;;1;1;;16;;;;4;;1;;;;;4;;;3;;;3;;;;1;;38;;5;2;2;;;6;;;1;;;;;;;;;;;1;;1;5;;;4;;2;;;;;12;;;;;;6;;;;;;;;;;;1;;;;3;;;;;5;;;5;1;5;3;;;6;;;;;;;203
34845-4434;20120102;insucesso;1;;1;;34;;;;4;;;;3;;2;;;;;;10;1;3;1;;;1;;;;;1;1;;;2;2;;;;;;11;;;;;;;;1;;;;1;1;;;;;;19;;;10;3;;1;;;;;;;20;1;;;11;;6;3;;;;;;;1;1;;;;;;;;20;;;;1;;;5;;;1;;;;;1;1;2;2;1;;;;;6;;;5;;1;1;;;;11;1;1;1;;;3;1;1;1;;;;;;1;1;1;;;;3;1;1;;1;3;3;2;2;2;;;;;3;;2;2;;;;252
34845-5799;20130101;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;10;;;;;;;;;;;;;2;;;1;;3;3;;;;;;;;;;5;;;15;;;;;;;;;;;;;;;;;;;;;;;23;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;1;;;;;1;;;;;;;74
35410-4917;20120201;insucesso;1;;1;1;40;1;1;;1;1;;;1;;;;;;;;14;1;4;;;;1;1;1;;;;2;;;2;2;;;;;;3;1;1;1;2;1;;;;;;;;;;;;;;6;;;3;2;1;;;;3;;;;9;4;;2;4;;2;1;1;;;1;1;;2;1;1;;;;;;;43;;;;5;;3;10;;2;4;2;1;1;1;;;2;1;;;;;;7;1;1;5;1;1;;;;;15;1;;;;;1;;;;;;;;;1;1;1;;;1;3;;;1;;;;;;;1;;;;3;;;;;;;249
35410-6895;20130201;insucesso;1;;1;1;46;2;;;1;;1;;7;;4;1;1;;;;15;;5;2;1;;1;1;1;;;1;2;1;1;;;1;1;;;;3;1;1;1;1;1;1;;1;;;;2;1;1;;;;;16;2;2;5;2;1;2;1;;2;;;;18;1;;1;11;1;2;1;;2;1;1;;1;1;;;1;1;;;;;42;2;3;;2;;1;14;;;4;1;;;;2;2;5;3;2;;;1;;8;1;1;7;1;4;2;2;1;1;15;5;3;2;;;8;3;2;2;1;1;1;1;;1;1;1;;;1;5;;2;1;;2;;2;1;1;;;;;3;;1;1;;;;368
35491-5490;20120202;insucesso;2;;1;;36;2;1;1;3;;;;2;;2;2;;;;;16;;5;1;;;;;;;;;4;1;1;;;;;;;;6;1;1;;1;1;;1;;;;;2;1;1;;;;;11;3;;3;1;1;2;;;1;;;;12;1;;;6;2;1;1;1;;;;;;1;;1;;;;;;;37;;;;2;;2;11;;;5;2;1;1;;;;1;1;;;;1;;4;;1;2;1;1;;1;1;;2;1;;;;;1;;;1;;1;;;;;;2;1;;;8;2;2;1;1;;;;1;1;13;3;1;1;4;;1;1;1;;;268
35558-5384;20120202;SUCESSO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;3;;8;23;;;;;;2;;3;;;;;1;;;;;7;20;;;1;1;;2;;2;;3;;1;16;;;;5;;1;;;;;1;;;3;;;4;;;;3;8;72;;1;;3;;;19;;;4;2;;;;;;4;;;;3;;3;17;;;8;;4;;;;;29;;;;;;8;;;3;;;;;;;;2;;;;6;;;;;2;;;9;2;6;2;;;9;;;;;;;339
35686-5489;20120202;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;3;;4;4;;12;;;;;;1;;;;;;;11;;;10;7;6;43;;;11;8;;8;5;3;;5;3;2;35;;;;20;;5;;;;;3;;;2;;;26;;;;3;8;41;;1;4;1;;;9;;;2;1;;;;;;4;;;;3;;6;13;;;6;;2;;;;;15;;;;;;5;;;3;;;;;;;;1;;;;6;;;;;;;;8;2;14;1;;;11;;2;;;;;412
35698-6030;20130101;insucesso;;;;;7;;;;;;;;;;;;;;;;2;;;;;;;;;;;;1;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;2;1;;1;;;;1;;;31
35698-7297;20130202;insucesso;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;3
35699-5489;20120202;insucesso;;;;;11;;;;;;;;1;;1;;;;;;5;;4;;;;1;;;;;;1;;;;;1;1;;;;4;;;;;;;;;;;;;;;;;;;4;;;1;1;;;;;;;;;2;;;;2;;1;1;;;;;;;;;;;;;;;;11;;;;;;;5;;;;;;;;;;1;1;;;;;;4;;;4;1;3;;;;;9;2;1;1;;;4;;;;;;;;;;;;;;;2;;;;1;;;;;;8;3;2;1;1;1;;;;;;108
35700-5489;20120202;insucesso;2;1;1;1;91;1;;;6;;;;16;1;12;1;4;1;;;35;1;8;3;;;;6;4;;;1;1;;;3;2;6;6;;;;18;1;1;1;1;1;2;;4;;;;1;;;;;;;39;13;3;10;3;;3;2;2;5;;;;40;2;;2;27;7;9;2;;1;;2;2;1;2;1;2;2;;2;1;;;84;6;3;;8;;4;27;2;6;12;4;2;2;2;3;3;6;5;1;1;;;;19;;2;14;1;1;;1;1;;43;7;4;1;2;1;5;2;1;3;2;1;1;;;;;2;1;1;1;6;;1;4;1;2;;1;;;3;1;;;4;2;;;1;;;753
35718-5384;20120202;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;8;;;;;;;;;;;;;5;;;2;1;1;13;;;5;;;;;1;;2;;1;13;;;;8;;3;;;;;1;;;1;;;14;;;;1;1;61;;;;2;;;14;;;5;3;;;;;;1;;;;1;;2;10;;;7;;2;;;;;19;;;;;;5;;;;;;;;;;;1;;;;5;;;;;1;;;7;2;;;;;5;;1;;;;;237
35751-5490;20120202;insucesso;;;;;6;;;;;;;;;;;;;;;;2;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;1;;;;;;;;;;;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;20
35751-5799;20130101;insucesso;1;;1;;30;5;2;1;3;;;;3;;;;;;2;;5;1;;;;;;2;2;;1;;;;;;;1;1;;;;9;;;;1;;;;;;;;;2;;2;;;;10;3;;2;1;1;2;2;1;2;;;;12;1;1;;9;2;1;1;1;;;2;2;;;;;;;;;;;31;1;1;;1;;1;2;;;;;;;;;;;;;;;1;;2;;;2;;1;;1;;;2;1;;;1;1;1;1;;1;1;;;;;;;1;;;;4;1;;;1;1;;;;;;;;;1;;;;;1;;194
35754-5489;20120202;insucesso;;;;;22;5;1;;;;;;1;;1;;1;;;2;5;;;;;;;2;1;;3;1;;;;2;2;3;3;;;;2;;;;;;;;;;;;7;;;;;;;24;3;1;7;3;2;3;2;;5;;;;12;1;;;10;;6;3;2;1;1;;;1;;;;6;1;4;3;;;13;1;;;;;;1;;;;;;;;;;;;;;;;;4;;;4;;;;;;;12;1;;;1;;3;1;;2;1;1;;1;;1;1;;;;;8;1;6;;;2;1;;1;;1;;;;4;1;1;;1;4;3;247
35754-6030;20130101;insucesso;3;1;2;2;39;3;;1;3;1;;;6;2;2;1;1;;;;15;1;6;2;1;;2;1;1;1;;1;1;;;2;2;;;;;;10;;;;2;;;1;1;;;;3;1;1;;;;;8;2;;3;2;2;1;1;;1;;;;11;5;;3;6;2;2;1;1;1;1;1;1;1;;;2;2;;2;1;;;27;1;1;;2;2;1;9;1;1;4;1;;;;;;3;3;1;1;;1;;5;1;;4;1;2;;2;1;1;7;2;1;1;1;1;2;2;1;2;2;1;1;1;;;;3;1;1;2;3;1;3;;2;1;;1;2;2;;;;;3;1;2;2;;;;316
35754-6895;20130201;insucesso;1;;1;1;31;2;1;;4;1;1;1;4;;3;1;;1;;1;6;;1;1;1;1;;;;;;;;;;1;1;;;;;;13;;;;3;2;2;;2;;;;5;2;;1;;;;10;2;;2;;;2;2;3;1;;;;10;1;1;;6;1;;;;2;2;;;;2;;2;1;;1;1;;;23;1;2;;1;;1;12;1;1;4;4;3;3;3;3;3;3;3;1;1;;2;;6;1;1;4;;1;1;1;1;1;13;1;1;1;;;3;1;1;3;1;1;1;1;1;2;2;1;;;1;6;;5;;;1;;;4;1;6;2;;;3;;3;1;;1;1;309
35799-5384;20120202;SUCESSO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;24;;;;;;1;;2;;;;;20;;;2;;1;9;;;;;;2;1;;;6;1;3;19;;;;4;;;;;;;2;;;3;;;13;;;;2;4;55;;4;1;5;;;16;;;7;1;;;;;;3;;;;2;;2;10;;;5;;1;;;;;15;;;;;;3;;;3;;;;;;;;2;;;;5;;;;;2;;;9;1;;;;;5;;2;;;;;287
35816-5799;20130101;SUCESSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;3;;;;;;1;;;;;;;6;;;;;1;7;;;;;;2;1;1;;;;;6;;;;2;;;;;;;;;;1;;;2;;;;1;;3;;;;;;;3;;;1;1;;;;;;1;;;;;;1;3;;;;;;;;;;3;;;;;;2;;;1;;;;;;;;;;;;;;;;;;;;2;;;;;;1;;1;;;;;60
35864-5384;20120202;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;3;;3;2;2;12;;;;;;;;;;;;;5;;;4;2;;15;;;4;2;;2;;;;1;1;;12;;;;5;;3;;;;;2;;;;;;3;;;;;1;11;;1;1;3;;;2;;;1;;;;;;;2;;;;1;;1;2;;;2;;2;;;;;10;;;;;;4;;;2;;;;;;;;2;;;;1;;;;;;;;1;1;;;;;1;;;;;;;137
35866-5489;20120202;SUCESSO;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;4;;;;4;37;;;;;;2;;2;;;;;2;;;3;1;3;52;;;17;7;;1;1;4;;5;1;;62;;;;29;;9;;;;;1;;;1;;;1;;;;;2;51;;2;3;3;;;11;;;4;1;;;;;;1;;;;1;;2;3;;;;;;;;;;4;;;;;;2;;;;;;;;;;;5;;;;;;;;;2;;;4;3;39;5;;;12;;1;;;;;418
35908-5490;20120202;insucesso;;;;;51;2;1;1;2;;3;2;4;;1;;1;;;3;15;1;6;4;3;1;;1;1;1;;;2;1;1;;;;;;;;8;;;;;;1;2;2;;;;1;6;1;4;;;;14;;;6;1;1;2;2;;;;;;10;;;;5;;2;;;1;1;1;1;1;2;1;1;4;;2;;;;31;3;1;;2;;1;13;1;;5;3;2;2;1;4;3;6;3;2;1;;5;;12;;2;8;;6;1;5;2;;8;4;2;1;;;6;4;2;5;3;2;1;;;4;4;;;;;3;;1;1;;;;;2;2;1;;;;5;;2;2;;1;1;383
35908-5799;20130101;insucesso;;;;;6;1;;1;;;;;1;;1;;1;;;;2;1;1;;;;1;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;1;1;1;;;;;1;;;;;2;;;;2;1;1;;;;;;;;;;;;;;;;;4;;1;;1;;1;2;1;;;;;;;;;1;;;;;;;3;;;2;;2;;2;1;1;4;1;1;;;;3;;;3;;1;;1;;;;;;;;2;1;;;;;;;;;;;;;2;1;;;;;;72
35920-5490;20120202;SUCESSO;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;4;2;4;16;;;;;;2;;3;;;;;1;;;5;1;6;18;;;3;;;6;2;2;;12;2;3;33;;;;6;;;;;;;8;;;6;;;;;;;3;6;48;;3;2;7;;;10;;;3;;;;;;;;;;;1;;3;6;;;;;;;;;;14;;;;;;3;;;;;;;;;;;3;;;;;;;;;3;;;10;4;;;;;7;;3;;;;;288
35936-5489;20120202;insucesso;;;;;19;1;;;2;1;1;;3;;;;;;;;5;;1;1;1;1;1;2;1;1;;;1;;;;;;;;;;4;;;;1;1;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;5;1;;;;;;;;;;;;;1;1;1;;;;;;;24;;2;;1;;;11;;1;3;2;2;1;1;1;;3;2;1;1;;;;8;1;1;5;2;3;;2;1;;11;5;2;;1;1;5;1;;3;;2;;1;1;3;3;;;;;1;;1;;;;;;;;;;;;2;;;;;;;182
35936-6400;20130102;insucesso;1;1;;;14;1;;;;;;;2;1;1;;;;;;3;;;;;;;1;1;;1;;;;;;;;;;;;1;;;;1;;;;;1;1;1;1;;;;;;;6;;;1;;;1;;;;;;;7;1;;1;3;;1;;;;;2;1;;1;;1;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;1;;3;;;3;;1;;;;;4;;;;;;1;;;;;;;;;;;1;1;1;;4;;1;;;2;1;1;;;;;;;2;;;;;;;97
35936-7297;20130202;SUCESSO;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;4;10;;;;;;;;3;;;;;1;;;;;1;3;;;;;;1;;1;;1;;;7;;;;2;;;;;;;;;;1;;;1;;;;2;3;43;;2;;1;;;12;;;4;4;;;;;;;;;;1;;2;5;;;;;;;;;;8;;;;;;2;;;;;;;;;;;4;;;;1;;;;;;;;;;;;;;;;;;;;;135
35950-5799;20130101;insucesso;;;;;26;1;;;;;2;1;1;1;;;;;;3;11;1;;;;;;;;;;;2;;;;;;;;;;3;;;;2;2;1;;;;;;;2;1;1;;;;4;1;;;;;1;;;;;;;4;1;;1;3;1;;;;1;;;;1;;;2;3;;3;2;;;21;;;;1;1;1;3;;;;;;;;1;;2;;;;;3;;3;2;;1;;;;;;;3;;;;;;;;;;;;;;;2;;;;;;2;;;2;;;;;;;4;1;1;1;2;;;;1;;;147
35950-6590;20130201;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;1;;;;;;3;;;;;;1;;;;1;1;;4;;;;2;;;;;;;1;;;;;;;;;;2;4;13;;;1;2;;;2;;;1;;;;;;;;;;;1;;3;8;;;3;;2;;;;;23;;;;;;3;;;3;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;91
35962-5384;20120202;insucesso;1;1;;;21;3;;1;1;;2;;;;;;;;;;6;;2;1;1;;2;1;;;;;;;;;;;;;;;2;;;;;;;1;;1;1;1;;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;;;;7;;;5;3;1;1;;2;;5;2;1;;;1;;7;;3;3;;2;;1;;;13;1;;;;;4;;;1;;;;;;1;;1;1;1;;;;;;;;;;;;;;;;1;;;;;1;;147
35962-6401;20130102;insucesso;;;;;33;6;1;;6;;1;1;2;;;;;;;;7;1;3;1;1;1;;;;;1;1;6;3;3;;;;;;;;11;;;;1;;;;1;;;;;1;;1;;;;4;;;1;;;1;;;;;;;10;1;;;2;;1;;;;;1;1;;1;;;;;;;;;12;;;;1;;;5;;;1;1;1;;;;;1;1;1;1;;;;3;;;3;;3;1;2;1;1;3;1;;;;;3;1;;2;;1;;1;1;;;;;;;2;1;;;1;1;1;;7;6;1;;;;9;;6;5;;;;208
35962-6895;20130201;insucesso;1;;1;1;23;1;1;;3;1;;;1;;1;;1;;;;3;;1;1;1;1;;;;;;;2;1;;;;;;;;;6;;;;2;;;;1;;;;;;;;;;;2;;;2;1;;;;;;;;;2;1;;;1;;1;;;;;1;;;;;;;;;;;;13;;1;;;;;1;1;;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;1;;;;;;3;;1;;;;;93
35966-5384;20120202;SUCESSO;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;3;15;;;;;;1;;2;;;;;1;;;1;1;1;3;;;2;1;;1;1;1;;1;1;;11;;;;3;;2;;;;;3;;;4;;;;;;;1;2;32;;2;1;1;;;10;;;4;;;;;;;;;;;;;2;7;;;3;;;;;;;13;;;;;;1;;;;;;;;;;;5;;;;;;;;;;;;;;33;17;;;3;;;;;;;203
35972-5489;20120202;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;1;1;3;;;;;;;;;;;;;;;;2;1;3;5;;;1;;;1;;1;;5;1;2;8;;;;3;;;;;;;1;;;2;;;;;;;1;2;27;;;1;2;;;8;;;2;;;;;;;;;;;;;1;1;;;;;;;;;;2;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;6;;;;;;3;;2;;;;;104
35990-5489;20120202;SUCESSO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;2;2;4;8;;;;;;2;;2;;;;;;;;5;3;9;24;;;5;;;2;1;2;;7;2;;30;;;;10;;1;;;;;5;;;3;;;1;;;;2;1;53;;2;2;5;;;11;;;4;1;;;;;;1;;;;;;;5;;;1;;;;;;;5;;;;;;;;;;;;;;;;;2;;;;9;;;;;4;;;5;3;4;;;;5;;1;;;;;265
36041-5490;20120202;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;2;4;;;;;;;;;;;;;1;;;1;1;;4;;;1;1;;1;1;;;1;;;4;;;;1;;1;;;;;1;;;;;;;;;;;;12;;1;;1;;;2;;;;;;;;;;;;;;;;2;5;;;1;;;;;;;11;;;;;;1;;;;;;;;;;;2;;;;3;;;;;;;;;;17;4;;;2;;;;;;;91
36054-5384;20120202;SUCESSO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;3;17;;;;;;1;;1;;;;;1;;;2;1;1;8;;;3;2;;1;1;;;2;1;;9;;;;4;;2;;;;;1;;;1;;;;;;;1;2;21;;2;1;1;;;7;;;3;2;;;;;;1;;;;;;1;4;;;2;;;;;;;8;;;;;;1;;;;;;;;;;;1;;;;5;;;;;;;;3;;;;;;1;;1;;;;;133
36057-5384;20120202;insucesso;1;;1;1;17;1;;;;;;;2;;;;;;1;;2;1;;;;;;1;1;1;;;;;;1;1;;;;;;2;1;1;1;1;;;;;;;;;;;;;;;2;1;1;;;;1;1;;;;;;5;;;;1;;;;;;;1;;;1;1;1;;;;;;;19;;;;2;;;3;;;1;;;;;;;;;;;;;;1;;;1;;1;1;1;1;1;1;1;;;1;1;1;1;;1;1;1;1;1;;;;1;;;1;1;;;1;;;;;;;;;;;1;;;;;;;102
36057-7297;20130202;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;10;;;;;;;;1;;;;;;;;;;2;5;;;1;1;;;;1;;1;;;4;;;;1;;;;;;;1;;;;;;;;;;;1;19;;1;;;;;1;;;;;;;;;;1;;;;;;;2;;;1;;;;;;;2;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;2;1;;;1;;;;;;;65
36058-5490;20120202;SUCESSO;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;22;;;;;;2;;3;;;;;;;;;;;4;;;1;;;;;;;;;;4;;;;2;;1;;;;;;;;1;;;;;;;4;2;26;;1;;;;;3;;;1;1;;;;;;;;;;1;;;6;;;2;;1;;;;;7;;;;;;2;;;;;;;;;;;3;;;;3;;;;;;;;;;30;9;;;4;;;;;;;153
36066-6030;20130101;insucesso;1;;;;11;1;;;1;;;;3;;1;;1;;;;4;;1;;;;;;;;;;;;;;;;;;;;2;;;;;;;;1;;;;;;;;;;;1;;;1;;;;;;;;;;4;;;;1;;1;;;;;;;1;1;;;1;;;;;;8;;1;;2;;;2;;;1;;;;;;;;;;;;;;1;;;1;1;;;;;;3;1;;;;;1;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;62
36089-5384;20120202;insucesso;;;;;36;;;;2;;;;1;;;;;;;;13;1;3;;;;1;3;2;1;6;;3;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;4;;;1;1;1;;;1;2;;;;6;;;;3;;;;;;;;;;1;;;;;;;;;27;;;;2;;1;6;;;1;1;;;;;;1;1;;;;;;7;;;7;1;1;;;;;13;3;;;1;;1;;;;;;;;;;;;;;;16;2;;;8;5;5;2;;;10;;;;4;;;;2;;;223
36099-5061;20120201;insucesso;1;;1;1;43;4;;2;6;;1;;7;;3;;2;;;;16;;5;3;2;1;1;3;3;1;;1;;;;;;;;;;;14;1;1;;3;;1;;;;;;;3;1;;;;;8;;;3;2;;;;1;1;;;;11;1;;;6;;2;2;;;;;;;2;1;1;;;;;;;30;2;1;;1;1;;11;;1;5;2;1;;;;;3;3;;;;1;;10;1;1;9;2;4;;3;3;2;20;4;2;1;2;2;7;4;2;4;3;4;2;2;2;5;4;1;;;1;4;;;1;;2;2;1;1;1;;;;;3;;1;1;;1;;359
